,median,mean,std,min,max
Bin_2111,-0.0,-2.3984636e-05,4.6548335e-05,-0.00021741416,3.0748884e-05
Bin_2112,-0.0,-2.7852335e-05,5.4705913e-05,-0.00022364642,3.310778e-05
Bin_2113,-0.0,-1.7788656e-05,3.393847e-05,-0.0001493367,1.8394421e-05
Bin_2114,0.0,2.846627e-05,4.3993638e-05,0.0,0.00022992273
Bin_2115,0.0,-1.6244365e-05,3.689012e-05,-0.00028410295,2.1404012e-05
Bin_2116,0.0,2.638937e-07,2.6530503e-05,-0.00011678505,8.742565e-05
Bin_2117,-0.0,-4.068565e-06,4.0287046e-05,-0.0002198273,0.00015144372
Bin_2118,-0.0,-2.0523918e-05,3.948178e-05,-0.00017634344,-0.0
Bin_2119,0.0,-7.95018e-06,2.5987323e-05,-0.00015297576,6.0235467e-05
Bin_2120,8.919563e-05,0.00010198135,0.00011456754,0.0,0.00041401244
Bin_2121,-1.297022e-05,-4.1690673e-05,5.9854858e-05,-0.00027745657,-0.0
Bin_2122,6.841316e-06,2.8515617e-05,4.757648e-05,-4.8044327e-05,0.0002664892
Bin_2123,0.0,4.35381e-06,3.4088844e-05,-0.00012935566,0.00014957716
Bin_2124,4.340039e-05,4.9443533e-05,5.9545535e-05,0.0,0.00036785647
Bin_2125,-0.0,-3.1210493e-05,5.048974e-05,-0.00023367972,3.3213586e-05
Bin_2126,0.0,1.2472091e-05,2.1932536e-05,-2.3081593e-06,9.8339704e-05
Bin_2127,0.0,3.757114e-05,5.964194e-05,0.0,0.00026166628
Bin_2128,-0.0,-2.3675617e-05,4.313677e-05,-0.00017762714,-0.0
Bin_2129,-0.0,-1.1436404e-05,3.6850106e-05,-0.00012084181,7.831973e-05
Bin_2130,0.0,1.0511196e-05,2.9529394e-05,-3.3829685e-05,0.00014561045
Bin_2131,0.0,-5.5570476e-06,2.4401294e-05,-0.00013763657,5.156006e-05
Bin_2132,0.0,1.5180512e-05,2.6620019e-05,-1.3269929e-05,0.000111431735
Bin_2133,-0.0,-1.0706516e-05,3.6691956e-05,-0.00010305458,0.0001438516
Bin_2134,-0.0,-2.6313975e-05,3.5763136e-05,-0.00015802412,-0.0
Bin_2135,-0.0,-2.4089017e-05,4.371362e-05,-0.0001588435,-0.0
Bin_2136,-0.0,2.2457061e-06,2.543642e-05,-0.00011509757,0.00013319802
Bin_2137,0.0,-1.036531e-05,4.1126714e-05,-0.0003057723,4.2938933e-05
Bin_2138,-0.0,-6.2925933e-06,1.7613476e-05,-0.00010210001,2.1360787e-05
Bin_2139,0.0,-9.191891e-06,5.3432173e-05,-0.00019951658,0.00014498147
Bin_2140,4.0855306e-05,5.3306263e-05,6.319207e-05,-6.562162e-05,0.00024001367
Bin_2141,0.00022855509,0.00023488233,0.00015219097,0.0,0.0005900661
Bin_2142,0.00017132834,0.00021449068,0.0001869133,0.0,0.0008498315
Bin_2143,0.00018552075,0.00021567308,0.00015232273,0.0,0.0006772691
Bin_2144,1.9799229e-05,1.6777662e-05,5.846915e-05,-0.00019740906,0.0001940128
Bin_2145,6.7325076e-05,7.942091e-05,7.6841716e-05,0.0,0.00031237295
Bin_2146,-4.6847978e-05,-8.368883e-05,0.000107572065,-0.00045102843,-0.0
Bin_2147,3.5020632e-05,5.9085534e-05,7.9818055e-05,-3.8511873e-05,0.0003274637
Bin_2148,0.00014837128,0.00017818659,0.00013723486,0.0,0.0006241354
Bin_2149,0.00017189284,0.00018343449,0.00014512333,0.0,0.00066363154
Bin_2150,0.00027547116,0.00031217316,0.00025406326,0.0,0.0011668359
Bin_2151,1.4025982e-05,2.4434516e-05,7.052461e-05,-0.000237554,0.00020918885
Bin_2152,-0.00010281917,-0.00014553938,0.00014484682,-0.00052794395,-0.0
Bin_2153,-8.621276e-07,-1.8698123e-05,2.866434e-05,-0.000116712,4.50892e-05
Bin_2154,0.00026745402,0.00030806934,0.00026310282,0.0,0.001397092
Bin_2155,0.00012102748,0.00017537364,0.00018872226,0.0,0.0009258827
Bin_2156,0.00014761499,0.0002324548,0.0002609489,0.0,0.0015951671
Bin_2157,0.00022959456,0.00026744572,0.00018584452,0.0,0.00073386
Bin_2158,0.00011488209,0.00015635106,0.00015256605,0.0,0.0009385736
Bin_2159,0.0,-1.7007418e-05,3.9531707e-05,-0.00016226181,9.179755e-05
Bin_2160,-0.0,-9.19066e-06,2.8258977e-05,-0.00017835404,3.1507854e-05
Bin_2161,-4.39487e-05,-7.135045e-05,8.809494e-05,-0.0003145278,-0.0
Bin_2162,8.120254e-05,9.5551186e-05,9.8542296e-05,0.0,0.00034685183
Bin_2163,0.0,-8.994742e-06,1.9561925e-05,-8.13191e-05,2.671419e-05
Bin_2164,0.0,9.9621475e-06,3.5193116e-05,-0.00011182087,0.00017275331
Bin_2165,0.0,2.283414e-05,3.758303e-05,-3.0690233e-05,0.00018125566
Bin_2166,-0.0,-3.3165416e-05,5.8137794e-05,-0.00029809747,1.0687218e-05
Bin_2167,-0.0,-1.612187e-05,6.6457935e-05,-0.0002425811,0.00019793463
Bin_2168,0.00014586266,0.00017605779,0.0001748341,0.0,0.00069301884
Bin_2169,-0.0,-1.2957731e-05,7.749624e-05,-0.00025499298,0.00025687815
Bin_2170,0.00021127761,0.00023739421,0.00012907208,0.0,0.0006722982
Bin_2171,0.0001809077,0.00022141205,0.00019724373,0.0,0.0012491341
Bin_2172,1.8795721e-05,5.4497956e-05,9.7107695e-05,-8.339814e-05,0.00043506362
Bin_2173,0.00020677551,0.00023076753,0.00015969458,0.0,0.0007817806
Bin_2174,3.8555836e-06,3.8834296e-05,0.00012282007,-0.0001911014,0.00069436035
Bin_2175,0.00016454962,0.00021647243,0.00019596422,0.0,0.0009041937
Bin_2176,3.5627705e-05,6.151007e-05,8.2435414e-05,-5.363184e-05,0.00038382606
