,median,mean,std,min,max
Bin_459,-2.3146335e-06,-4.6071527e-06,8.137691e-06,-5.326209e-05,9.534167e-06
Bin_460,2.326371e-05,3.2789416e-05,3.3872057e-05,0.0,0.0002618357
Bin_461,9.394892e-06,1.4515901e-05,1.5200872e-05,0.0,8.37689e-05
Bin_462,2.026864e-05,2.7168388e-05,2.4489318e-05,0.0,0.00011921231
Bin_463,2.5668383e-05,3.556993e-05,2.782971e-05,0.0,0.0001096133
Bin_464,-5.540956e-06,-1.1594645e-05,1.9619365e-05,-0.00014419049,8.13453e-06
Bin_465,3.2722523e-06,2.3064583e-06,1.5561967e-05,-8.965521e-05,3.78653e-05
Bin_466,3.8884828e-06,6.339538e-06,9.010606e-06,-2.1060719e-06,7.019519e-05
Bin_467,3.1704162e-06,5.3796584e-06,7.901811e-06,-4.6681907e-06,4.244719e-05
Bin_468,5.206429e-06,9.078528e-06,1.0455024e-05,-5.0016e-06,7.038876e-05
Bin_469,7.639749e-07,2.4284598e-06,5.2606333e-06,-1.8947133e-06,3.713192e-05
Bin_470,1.0580487e-06,3.171028e-06,6.376123e-06,-5.427184e-06,4.338462e-05
Bin_471,1.2907778e-05,1.5920585e-05,1.378563e-05,-1.1600085e-05,6.37093e-05
Bin_472,8.511539e-06,1.3071574e-05,1.6861331e-05,-1.0815741e-05,0.00010138582
Bin_473,4.3616906e-06,7.3774195e-06,1.3128079e-05,-2.2288728e-07,0.00010929733
Bin_474,1.6533849e-06,3.1864677e-06,7.7953355e-06,-8.3559535e-06,4.6160378e-05
Bin_475,-4.8731476e-07,-4.5304913e-07,4.1688313e-06,-1.484581e-05,1.3412825e-05
